SMILES
CCc1cc2c(COC(=O)CNC(C)=O)cc(=O)oc2cc1O
Cc1cnccc1C(=O)NC[C@H](NC(=O)[C@@H]1[C@H]2COC[C@H]21)C(C)(C)C
Cc1cnoc1C(=O)NCC1(NCc2scnc2C)CC1
CC(C)(C)OC(=O)N[C@H]1CCC[C@H]1C(=O)OCCc1cscn1
CCC[C@H](NC(=O)NCC1(C)Cc2ccccc2C1)C(C)(C)C
CO[C@H](Cn1c(-c2cnccn2)nnc1N1CCN(C(=O)Cc2ccccc2)CC1)C(C)C
COC(=O)[C@H](CC1CCOCC1)NC(=O)c1nn(-c2ccccc2C(F)(F)F)cc1O
Cc1ccc(C(=O)N[C@@H]2CN(C(=O)C(C)C)C[C@@H]2n2ccnn2)cc1C
COC(=O)C1(O)CN(C(=O)CC[C@@H](CC2CCCCC2)NC(=O)OC(C)(C)C)C1
CC1(NC(=O)CSCc2ccc(C(C)(C)C)cc2)CCC1
CCn1ccnc1C(=O)N[C@H]1CN(C[C@@H]2CCOC2)CC1(C)C
COc1ncnc(OC)c1CNC(=O)c1nc2nc(Cl)ccc2[nH]1
CCC(=O)NC[C@H]1CN(C(=O)c2sccc2CC)CCC1(F)F
C[C@H]1CCCN1c1nnc(CCC(C)(C)C)n1C
CCCn1cc(C(=O)NCC2CC(NCc3ncccn3)C2)nn1
COC(=O)[C@@H](NC(=O)CSc1ccc(F)cc1)c1ccccc1Br
Cc1nc(CN2C[C@H]3C(CNC(=O)C45CCN(CC4)C5)[C@@H]3C2)c(C)o1
CCc1nnc(CN[C@H]2CCN(C(=O)CCc3cn(C)nn3)[C@@H]2C)o1
CCN1CCC([C@H]2CCCN(C(=O)c3c(C)cncc3C)C2)CC1
C[C@@H]1CCN(C(=O)NCc2cccc(OC(F)(F)F)c2)C[C@@H]1C(=O)O
COc1cc(C(=O)O)c(NS(=O)(=O)c2ccc3c(c2)CCO3)c(OC)c1OC
C[C@@H](NC1CC(N(C)C(=O)C(C)(C)F)C1)C(=O)Nc1ccccc1
COC(=O)[C@@H]1CCN1C(=O)[C@H](C(C)C)N1C(=O)c2ccccc2C1=O
CN(C(=O)c1ccc2c(c1)COC2)C1CC(NCC2=CCCCC2)C1
CCOc1ccc(-n2c(SCc3n[nH]c(C)n3)nnc2-c2cccc(C)c2)cc1
C[C@@H]1CC[C@@H](N2CCCC[C@@H]2C(=O)OC(C)(C)C)CN1
COc1cccc(C[C@@H]2CCCN(S(=O)(=O)c3ncccc3OCc3ccccc3)C2)c1
O=C(NCCCN(CCCO)Cc1cccnc1)c1ccsn1
CC(C)N(Cc1ccc(F)cc1)C(=O)NC[C@H](C)C(=O)O
C[C@@H]1C[C@@H](C)CN(Cc2ccc(CNC(=O)N3CCN([C@@H]4CCOC4)CC3)cc2)C1
C[C@]1(CO)CN(C(=O)c2cc3c(F)cccc3[nH]2)CC[C@@H]1O
O=C1CO[C@@]2(CCN(C(=O)c3c[nH]nc3C3CC3)C2)CN1Cc1ccccc1
CC(C)[C@H](C)CC(=O)NCCC1=CCN(CCn2cncn2)CC1
C[C@H]1CCCN(C(=O)c2ccc(C(=O)OCc3ccccc3)[nH]2)[C@@H]1C(=O)OC(C)(C)C
CC(C)(C)OC(=O)CN(CC(=O)OC(C)(C)C)C(=O)Nc1cc(C(F)(F)F)ccc1F
C[C@@H]1CN(C(=O)c2ccccc2COCc2ccccc2)CCS(=O)(=O)C1
Cc1nsc(N[C@H]2CN(C(=O)Cc3ccon3)C[C@@H]2C)c1-c1nn[nH]n1
C[C@@H](NC(=O)CCCOc1ccccc1F)C(=O)NCCc1ccccc1
CCOC[C@@H]1CCN(c2nnc(-c3cc4ccccc4o3)n2Cc2cccs2)C1
O=C(Cc1ncccc1F)NCCCNC(=O)[C@H]1CCC(F)(F)C1
COCCOc1ccc(NC(=O)C(=O)N[C@@H](C[C@H]2CCOC2)c2ccccc2)c(C)c1
CNC1(CNC(=O)c2sc(C)nc2C)CCC1
Cc1cc(C)n(CC(=O)N2C[C@@H](NCCF)[C@H](C(F)(F)F)C2)n1
COc1ccccc1CCN[C@H](C)Cc1cccc(Cl)c1
O=C(c1cc(F)cc(Cl)c1O)N1CC[C@H](Cc2ccc(F)cc2)C1
CCNC(=O)NC(=O)[C@H](C)N[C@@H](C)CNC(=O)CCOC
CC(C)c1ocnc1CN[C@H]1CCN(C(=O)c2ccns2)[C@H]1C
CC(C)c1oncc1C(=O)N1CCC[C@@]12CCN(C1CCCC1)C2=O
C[C@H]1CN(C)c2ccccc2CN1C(=O)Nc1ncc(C2CCOCC2)s1
COC(=O)NCC(=O)N1CC(O)(CNC(=O)[C@@H]2CC[C@H](OC)C2)C1
COc1cccc([C@H](Nc2nc(Cl)nc3c2ncn3[C@H]2CCCCO2)c2ccccc2)c1
C[C@@H]1CN(C(=O)c2noc3c2CCCCC3)C[C@H]1NC(=O)c1cncnc1
COC(=O)c1cc(S(=O)(=O)N2[C@H]3CC[C@H]2c2cncnc2C3)n[nH]1
COC(=O)C1(CNC(=O)c2cc(C(=O)c3cccc4ccccc34)cn2C)CCOCC1
CNS(=O)(=O)c1ccc(Cl)c(-c2nc(C3(c4cc(F)ccc4C)CC3)no2)c1
C[C@H](c1nnnn1C)N(C)CCN(C)C(=O)CC(F)(F)C(F)F
CCO[C@@H](CC)C(=O)N1CCCCC[C@@H]1CNC(=O)C=C1CCC1
O=C(NC[C@H]1CCC2(CCOCC2)O1)C1(c2ccc(Br)cc2)CCCCC1
CSCC(=O)N1CCC[C@H]([C@H](C)NC(=O)CS(C)(=O)=O)C1
