SMILES
COc1cc(C)c(CN(C)C(=O)C(=O)Nc2ccccc2-n2nccc2C)cc1OC
Cc1nn2c(c1Cl)N(C(=O)CCCSC(C)(C)C)CCC2
Cc1cc(C(=O)OC[C@@H]2CCC3(CCCC3)O2)c2c(C)nn(C)c2n1
COC(=O)CCN1CC[C@@H](NC(=O)C(=O)Nc2cc(CN(C)C)ccc2C)C1=O
CN(C)C(=O)CC(=O)N[C@@H]1CCN(C(=O)[C@H]2CCc3cccnc32)C1
COCc1cccc(CC(=O)N[C@@H]2CN([C@@H](C)C(N)=O)C[C@H]2C)c1
CNS(=O)(=O)N1CCN(C(=O)NC2CCN(C[C@H]3CCCO3)CC2)CC1
CC/C=C/CCN[C@@H]1CN(C(=O)CNC(=O)c2ccccn2)C[C@@H]1C
CCc1nnc(CN[C@H]2CCN(C(=O)CCc3cn(C)nn3)[C@@H]2C)o1
O=C(NC[C@H]1CCC2(CCOCC2)O1)C1(c2ccc(Br)cc2)CCCCC1
