SMILES
Cc1ccc2c(c1)CC[C@@H]2N[C@@H]1CCO[C@@H](c2cccs2)C1
C[C@@H]1CN(C(=O)c2noc3c2CCCCC3)C[C@H]1NC(=O)c1cncnc1
O=C(CCCn1cncn1)NC[C@@H]1CCN1C(=O)[C@@H]1CCC1(F)F
CC/C=C(/C)C(=O)N(C)CCNCc1ccc2c(c1)OCCO2
COC(=O)c1cc(NC(=O)CCc2ccc([C@H]3C[C@@H]3C)o2)cc(F)c1Cl
CC[C@@H](C)n1nc(NC(=O)C(=O)NC[C@@H](O)c2ccc(C(F)(F)F)cc2)cc1C
CC[C@H](c1ccc(F)cc1)N1CCN(C(=O)N[C@@H]2CCC[C@@H]3OCC[C@H]32)CC1
CC[C@H](NCc1cc(C(=O)O)c(C)[nH]1)C(F)F
CN(C(=O)[C@H]1CC12CC2)C1CCC(NC(=O)Cn2ncnn2)CC1
CN(CCNC(=O)c1c[nH]c(=O)cn1)Cc1ncnn1CCF
O=C(c1cccc(C(F)(F)F)c1)N1CC(c2ccc(F)cc2)C1
Cc1nc(CN2C[C@H]3C(CNC(=O)C45CCN(CC4)C5)[C@@H]3C2)c(C)o1
CCC(CC)[C@H](C)C(=O)N[C@H]1[C@@H]2CN(C(=O)c3cscn3)C[C@@H]21
CO[C@H](C)CCC(=O)N[C@@H](C)[C@@H]1OCCc2sccc21
Cc1nc(CN2CCO[C@@H]3CN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC[C@@H]3C2)cs1
CCCC[C@H](CC)C(=O)N[C@@H](C)C1CN(C(=O)Cc2cnn(C)c2)C1
NC(=O)CCOc1ccccc1NC(=O)C(=O)N1CCc2ccccc2[C@@H]1c1ccccc1
CN(CCCOc1cccc(S(C)(=O)=O)c1)CC(=O)NCC(=O)O
CCOC(=O)C[C@H](C)NC(=O)/C=C/C(=O)NCc1ccc(OC)cc1
COC(=O)NCC(=O)N1CC(O)(CNC(=O)[C@@H]2CC[C@H](OC)C2)C1
COc1cc(C)c(Br)cc1NC(=O)C(=O)N1CC[C@@H](C(C)(C)C)[C@H](O)C1
Cc1ccc(C(=O)N[C@@H]2CN(C(=O)C(C)C)C[C@@H]2n2ccnn2)cc1C
Cc1cccc(N2CCN(c3ccc(-n4ccc(C)n4)nn3)CC2)c1
CO[C@@H](C)c1nsc(N[C@@H]2CC[C@H](CNC(=O)c3cncn3C)C2)n1
C[C@@H](CNCc1csc(C2CC2)n1)NC(=O)[C@@H]1CCCNC1=O
CC[C@@H]1CCCN(C(C)(C)CNC(=O)C(=O)N[C@H]2CCO[C@H]2C2CC2)C1
O=C(CCSCc1nc2sc3c(c2c(=O)[nH]1)CCCC3)N1CCN(c2ccccn2)CC1
CC(C)(C)OC(=O)N1C[C@H]2[C@@H](c3nnc([C@@H]4C[C@H]4c4ccccc4)o3)[C@H]3CC[C@]2(C1)O3
O=C([C@H]1CCC(F)(F)C1)N1C[C@H]2CCN(CCOCC3CC3)C[C@H]21
C[C@H](NC(=O)C1CCN(C)CC1)[C@@H](C)NC(=O)C1(C(F)F)CCC1
CC(=O)Nc1ccccc1CNC(=O)N=c1[nH]nc(-c2cc(F)ccc2C)s1
COC[C@@H](C)C(=O)NCC1(NC(=O)[C@]2(C)CCOC2)CCCC1
Cc1ccc(CN(C(=O)C(=O)N(C)C[C@@H](C)c2nccs2)C(C)C)s1
CCOCC(=O)N[C@H](C)[C@H]1CCCN(C(=O)C(C)(C)NC(C)=O)C1
C[C@@]1(O)C[C@@H](C(=O)N2CC3CC2(C(=O)NCc2ccco2)C3)C1
